,Strang_order,N,beta,periodic,T,upsilon,sigma,p_dist,gamma,mean_var_R
44,[0],344,1.7962546635025836,True,32.218591386299664,0.00023084597203099034,1,1,0.13830195706367324,0.97802309759193606
45,[0],164,2.3085004560147988,True,4014.0247902454844,0.0010439715375075483,1,1,0.0057583218764303626,0.00023764031197818331
46,[0],1336,1.0622592412149356,True,60.453009614810917,0.0051277581159205636,1,1,0.0053448626569752187,0.99452573985773218
47,[0],9112,3.0225404671710563,True,41.772697154932729,0.00066783959960466121,1,1,0.0079950630638162927,1.0001025430827108
48,[0],816,0.16981247335735669,True,90.11311445400554,0.00014238432306498631,1,1,0.0014869259091719066,0.98329442625422936
49,[0],1652,66.136302736755681,True,3.1893398435490807,0.001064762017239815,1,1,0.036505725455761376,1.0012319994998746
50,[0],1230,0.020518620991615936,True,1163.7387234495536,2.7532588561831799e-05,1,1,0.025628147627633033,0.85934332975583361
51,[0],2312,0.57379413142486546,True,39.401285926341778,0.00060827866006363707,1,1,0.010931281401469107,0.99560022236740553
52,[0],560,0.20545175669898116,True,7.4115671556532963,0.026414677603376784,1,1,0.084259904667360649,0.9970414022348687
53,[0],1470,0.11544925678338813,True,122.39972638868468,0.00017811716056732329,1,1,0.027086832609883742,0.99448267203818841
54,[0],146,1.1370459875015939,True,7027.1911073114934,0.00022585316966976593,1,1,0.00022548851831123929,1.6748651542028489e-05
55,[0],646,124.31908385603207,True,35.148216808121468,0.0087786978093520977,1,1,0.2592800346819697,0.98491328925608679
56,[0],3650,24.261647667274094,True,39.93001947791052,0.00050879126694320406,1,1,0.092889878493588457,0.99915193912003819
57,[0],1390,4.513590461316757,True,17.281933277627271,0.0013102576405094621,1,1,0.00053728740873153257,0.99959568719298209
58,[0],592,0.95090582086430719,True,10.710734953006256,1.2577160849673504e-05,1,1,0.12038163131326408,0.99652777315551622
59,[0],2154,0.66403997405908932,True,37.584091439597685,0.0023913392047831012,1,1,0.0026739785142573121,0.99565701053142264
60,[0],2508,34.238021178523312,True,54.76687965956657,0.00013047988330760032,1,1,0.22618391820802897,0.99697463743208059
61,[0],588,3.5694238716618991,True,140.53605333439995,0.027924462081663701,1,1,0.034308415182763917,0.95384621250952994
62,[0],1548,160.33616292604938,True,9.8490687147033942,0.0051926892339152538,1,1,0.0034109404817364492,0.99970020035344676
63,[0],1002,0.0061541277476711391,True,25.044910002071614,0.00063292562666845032,1,1,0.0037156534138444858,0.99881216617051705
64,[0],1682,1.9169765770458191,True,428.96879244953652,0.00033384365744681304,1,1,0.00091206421271482034,0.96466991409052982
65,[0],412,3.8209504264259802,True,72.171054634457874,0.0011147337100058383,1,1,0.020198508210749914,0.98940524969651245
66,[0],852,71.506062543049566,True,15.232682003295212,0.00093528839099420939,1,1,0.0015866992517240047,1.0010632966979505
67,[0],718,0.23501913150448284,True,117.28308480186065,0.0001702615696626605,1,1,0.0042849205233010199,0.97855291287560908
68,[0],1076,1.2296544738162631,True,48.748022679767558,0.002844317027950015,1,1,0.0056564681311825184,0.99253161013282742
69,[0],246,0.66780574229569711,True,277.22896822478248,0.0031542876985278601,1,1,0.0038811864417200664,0.75733795708706098
70,[0],1936,3.1901480283657673,True,360.43989121257266,0.00020517574351715769,1,1,0.00056854010931909043,0.97381123762728972
71,[0],1046,0.19055427944082332,True,2237.9354428435277,0.00012903975069655918,1,1,0.0039616338831473374,0.67095423360953865
72,[0],682,2.9863713670123446,True,3.2841013744456915,0.00047279067933520582,1,1,0.0007310671792454624,0.99753958277049604
73,[0],454,0.050607060539606515,True,2.0259432003788005,0.0029867489532633047,1,1,0.00173260585289251,1.0004152871358905
74,[0],742,1.1836873370579617,True,21.436455885306621,4.0904398557496041e-05,1,1,0.098502110461602982,0.99901638186504627
75,[0],158,0.19118697159169359,True,26.705766575342182,0.00074841476422076673,1,1,0.0091416391298973446,0.97420701179806279
76,[0],1096,0.43954453546215644,True,831.36266028115995,4.3529333637551725e-05,1,1,0.00018392676120769968,0.86741485660466111
77,[0],458,1.5567631321468109,True,18.183564601912341,0.010174060848763124,1,1,0.001357035177895007,0.99752738750329106
78,[0],1304,1.4647320536914947,True,182.87254339380394,0.01353091745588578,1,1,0.038871413166663579,0.97951729432584067
79,[0],468,0.011771112794905033,True,131.39255474801058,0.001516792875683101,1,1,0.009422158634869204,0.95920339414624278
80,[0],394,0.030761645277779907,True,24.750214278223289,0.0034012327834134653,1,1,0.018447002753686308,0.98962254678271711
81,[0],2042,14.81762420166805,True,16.692421711649622,0.0012443957933732056,1,1,0.16950834220879021,1.0029581148662539
82,[0],536,0.047794209267406955,True,160.13731939458313,0.075038483930632602,1,1,0.0014617655616115327,0.96398245182044262
83,[0],1522,80.916343586851838,True,7278.0502194842238,0.0016833742625701287,1,1,0.0031096278856669254,0.14467542487905471
84,[0],104,2.2549905063357487,True,42.47553591980509,0.00053817218274692833,1,1,0.018781430081550012,0.92383219719807608
85,[0],316,9.6626673032743202,True,2.8707592782566089,0.00060836830267114398,1,1,0.010350621282065733,0.99857419798192482
86,[0],150,0.14796150463399804,True,114.95276849588068,0.0010399453126579423,1,1,0.0017536322533976245,0.84439397352996015
87,[0],326,2.0620893828866484,True,21.520823862738009,0.00079163076604199393,1,1,0.028423379070534355,0.99173293337082169
88,[0],2434,0.18273995256518902,True,9.2021464033453491,0.0025030262187396264,1,1,0.0033582183294859325,0.99941907547963038
89,[0],732,0.1153059404351032,True,143.56774581778137,7.022058015418362e-05,1,1,0.031030354885418682,0.97431470306158197
90,[0],928,1.8309128103121646,True,1405.6298042420949,0.00049741154461830077,1,1,0.022053314569529862,0.77752388952116147
91,[0],366,22.504430920360562,True,4220.3860779713414,0.0028656139046124665,1,1,0.006673495718294821,0.0054039957355280169
92,[0],914,1.5260187501245421,True,7.9437388686945942,0.0055750307755940975,1,1,0.051523531366648112,0.99824879107229092
93,[0],510,6.7575330627319561,True,398.75599769549126,0.0033872897817814013,1,1,0.0076083364298605606,0.87609988244748793
94,[0],550,4.5548248896140091,True,261.74210781988887,0.028174100540970776,1,1,0.06301971189359469,0.92244577044497944
95,[0],356,5.1779058207717359,True,48.621627678356177,0.00067309840926527142,1,1,0.0048435947231173868,0.9986677087095468
96,[0],4456,0.13384585303549631,True,123.06149381268037,0.0016179117636586405,1,1,0.0066519019021757447,0.99718295932976075
97,[0],926,0.043323039701756487,True,2456.8862623674868,0.00069299890153039494,1,1,0.0017468634225342664,0.56529124576283418
98,[0],228,18.523553082186638,True,21.18183056279339,8.0451289750136705e-05,1,1,2.4510065838303334,1.0087053822096883
99,[0],2018,2.9829127312920911,True,1466.5699959078368,0.0020934338409575245,1,1,0.020627945223890345,0.88607570221642984
100,[0],724,1.0542814409426444,True,693.63035743322325,0.00032628709235192339,1,1,0.023744826097140462,0.8574017782750375
101,[0],4910,0.44313471585903186,True,957.1655956264616,1.3927867046587719e-05,1,1,0.0059225442917406404,0.97014562407689464
102,[0],500,193.93269950706889,True,853.31154544285414,0.0012359985040449905,1,1,0.019969414503768899,0.69848976729500289
103,[0],2604,0.44861676975544917,True,183.24361703643288,0.00041078663724258054,1,1,0.01309220901895432,0.98790235369516854
104,[0],498,1.9027635963822407,True,7.870433077368916,1.6535404726709395e-05,1,1,0.047803118824636857,1.003159075061552
105,[0],334,2.9863644741134618,True,16.425510685107263,0.027965468404351743,1,1,0.0081098991480132703,0.99728825214089967
106,[0],1618,0.2761755053727965,True,365.35008184737967,0.022998860819642745,1,1,0.13983941126656885,0.9575513643669834
107,[0],502,2.9493483033949994,True,85.698935980397835,0.0059115037420083639,1,1,0.24505438358105483,0.9757956348097514
108,[0],480,2.1772255417155968,True,19.613255550051946,2.6442595502156716e-05,1,1,0.0029770039502804713,1.0037033744923822
109,[0],1036,0.56307796350567396,True,42.028331311762237,1.4864337782114464e-05,1,1,5.8611492425026066,0.99927327055946202
110,[0],478,0.033351069544132951,True,1344.2814515228008,0.02511063406837092,1,1,0.044274607349175515,0.52283729559600067
111,[0],5018,25.47855996825739,True,357.72013202553705,0.00046290932205511376,1,1,0.010296723581587029,0.99481797570492059
112,[0],910,0.2488682298375075,True,736.75384935238844,6.0694961518342348e-05,1,1,0.00044197658106693015,0.88586393322198298
113,[0],2084,1.6453997178993429,True,1237.5986482739643,2.9437787786689513e-05,1,1,0.0001071087471367355,0.90867705547491517
114,[0],740,0.087987948835438826,True,2.4700529412111645,2.3568084539668545e-05,1,1,0.0019654566070009477,0.99929596374911156
115,[0],1004,1.6025653944202449,True,106.20199302019972,0.084620761925183779,1,1,0.031154213176931764,0.98102940544500716
116,[0],7198,0.066433327226912586,True,57.035538126071138,0.00066951682257819587,1,1,0.013821420198881548,0.99917913036597339
117,[0],294,3.0634855893771986,True,20.213831112133203,0.00033461903024060432,1,1,0.0018783424494937609,0.98720747767637984
118,[0],390,3.2936009822575882,True,139.35834485805603,0.011923210639799878,1,1,0.058059459869442553,0.93319270976093516
119,[0],1098,0.059262342615764761,True,23.830901761397332,1.9563616878077925e-05,1,1,0.0008615520741315579,0.99786339948558822
120,[0],750,0.0017254284510089968,True,50.681966107984252,0.00010633817234491405,1,1,0.0012838206596009847,0.99632308261726765
121,[0],468,0.45632489812603655,True,1.1526343072905141,0.006180986760773801,1,1,0.0023492967117560971,0.99675091368953039
122,[0],1552,0.62922650106704714,True,259.28075365007288,0.0015214006417303093,1,1,0.058614561389425779,0.96892530335223759
123,[0],1354,0.63439486717991289,True,434.5747069388791,0.00019423717244346176,1,1,0.046689772267084706,0.9542497948156059
124,[0],170,1.8747441115819152,True,847.22537182655844,0.0026055554085765865,1,1,0.0018164446608850871,0.15390805410591221
125,[0],574,608.01244331544785,True,68.026973386212362,0.01448325851889604,1,1,0.033371044016104752,0.97848651598733904
126,[0],588,2.4779799678747985,True,68.95453625946358,0.00012374765960425997,1,1,0.027632354682013388,0.98296592004335137
127,[0],732,0.20175539164012032,True,2155.2475374119008,0.024383271248763036,1,1,0.00048144790719301903,0.4469362748764838
128,,,,,,,,,,
129,,,,,,,,,,
130,,,,,,,,,,
131,,,,,,,,,,
132,,,,,,,,,,
133,,,,,,,,,,
134,,,,,,,,,,
135,,,,,,,,,,
136,,,,,,,,,,
137,,,,,,,,,,
138,,,,,,,,,,
139,,,,,,,,,,
140,,,,,,,,,,
141,,,,,,,,,,
142,,,,,,,,,,
143,,,,,,,,,,
144,,,,,,,,,,
145,,,,,,,,,,
146,,,,,,,,,,
147,,,,,,,,,,
148,,,,,,,,,,
149,,,,,,,,,,
150,,,,,,,,,,
151,,,,,,,,,,
152,,,,,,,,,,
153,,,,,,,,,,
154,,,,,,,,,,
155,,,,,,,,,,
156,,,,,,,,,,
157,,,,,,,,,,
158,,,,,,,,,,
159,,,,,,,,,,
160,,,,,,,,,,
161,,,,,,,,,,
162,,,,,,,,,,
163,,,,,,,,,,
164,,,,,,,,,,
165,,,,,,,,,,
166,,,,,,,,,,
167,,,,,,,,,,
168,,,,,,,,,,
169,,,,,,,,,,
170,,,,,,,,,,
171,,,,,,,,,,
172,,,,,,,,,,
173,,,,,,,,,,
174,,,,,,,,,,
175,,,,,,,,,,
176,,,,,,,,,,
177,,,,,,,,,,
178,,,,,,,,,,
179,,,,,,,,,,
180,,,,,,,,,,
181,,,,,,,,,,
182,,,,,,,,,,
183,,,,,,,,,,
184,,,,,,,,,,
185,,,,,,,,,,
186,,,,,,,,,,
187,,,,,,,,,,
188,,,,,,,,,,
189,,,,,,,,,,
190,,,,,,,,,,
191,,,,,,,,,,
192,,,,,,,,,,
193,,,,,,,,,,
194,,,,,,,,,,
195,,,,,,,,,,
196,,,,,,,,,,
197,,,,,,,,,,
198,,,,,,,,,,
199,,,,,,,,,,
200,,,,,,,,,,
201,,,,,,,,,,
202,,,,,,,,,,
203,,,,,,,,,,
204,,,,,,,,,,
205,,,,,,,,,,
206,,,,,,,,,,
207,,,,,,,,,,
208,,,,,,,,,,
209,,,,,,,,,,
210,,,,,,,,,,
211,,,,,,,,,,
212,,,,,,,,,,
213,,,,,,,,,,
214,,,,,,,,,,
215,,,,,,,,,,
216,,,,,,,,,,
217,,,,,,,,,,
218,,,,,,,,,,
219,,,,,,,,,,
220,,,,,,,,,,
221,,,,,,,,,,
222,,,,,,,,,,
223,,,,,,,,,,
224,,,,,,,,,,
225,,,,,,,,,,
226,,,,,,,,,,
227,,,,,,,,,,
228,,,,,,,,,,
229,,,,,,,,,,
230,,,,,,,,,,
231,,,,,,,,,,
232,,,,,,,,,,
233,,,,,,,,,,
234,,,,,,,,,,
235,,,,,,,,,,
236,,,,,,,,,,
237,,,,,,,,,,
238,,,,,,,,,,
239,,,,,,,,,,
240,,,,,,,,,,
241,,,,,,,,,,
242,,,,,,,,,,
243,,,,,,,,,,
244,,,,,,,,,,
245,,,,,,,,,,
246,,,,,,,,,,
247,,,,,,,,,,
248,,,,,,,,,,
249,,,,,,,,,,
250,,,,,,,,,,
251,,,,,,,,,,
252,,,,,,,,,,
253,,,,,,,,,,
254,,,,,,,,,,
255,,,,,,,,,,
256,,,,,,,,,,
257,,,,,,,,,,
258,,,,,,,,,,
259,,,,,,,,,,
260,,,,,,,,,,
261,,,,,,,,,,
262,,,,,,,,,,
263,,,,,,,,,,
264,,,,,,,,,,
265,,,,,,,,,,
266,,,,,,,,,,
267,,,,,,,,,,
268,,,,,,,,,,
269,,,,,,,,,,
270,,,,,,,,,,
271,,,,,,,,,,
272,,,,,,,,,,
273,,,,,,,,,,
274,,,,,,,,,,
275,,,,,,,,,,
276,,,,,,,,,,
277,,,,,,,,,,
278,,,,,,,,,,
279,,,,,,,,,,
280,,,,,,,,,,
281,,,,,,,,,,
282,,,,,,,,,,
283,,,,,,,,,,
284,,,,,,,,,,
285,,,,,,,,,,
286,,,,,,,,,,
287,,,,,,,,,,
288,,,,,,,,,,
289,,,,,,,,,,
290,,,,,,,,,,
291,,,,,,,,,,
292,,,,,,,,,,
293,,,,,,,,,,
294,,,,,,,,,,
295,,,,,,,,,,
296,,,,,,,,,,
297,,,,,,,,,,
298,,,,,,,,,,
299,,,,,,,,,,
300,,,,,,,,,,
301,,,,,,,,,,
302,,,,,,,,,,
303,,,,,,,,,,
304,,,,,,,,,,
305,,,,,,,,,,
306,,,,,,,,,,
307,,,,,,,,,,
308,,,,,,,,,,
309,,,,,,,,,,
310,,,,,,,,,,
311,,,,,,,,,,
312,,,,,,,,,,
313,,,,,,,,,,
314,,,,,,,,,,
315,,,,,,,,,,
316,,,,,,,,,,
317,,,,,,,,,,
318,,,,,,,,,,
319,,,,,,,,,,
320,,,,,,,,,,
321,,,,,,,,,,
322,,,,,,,,,,
323,,,,,,,,,,
324,,,,,,,,,,
325,,,,,,,,,,
326,,,,,,,,,,
327,,,,,,,,,,
328,,,,,,,,,,
329,,,,,,,,,,
330,,,,,,,,,,
331,,,,,,,,,,
332,,,,,,,,,,
333,,,,,,,,,,
334,,,,,,,,,,
335,,,,,,,,,,
336,,,,,,,,,,
337,,,,,,,,,,
338,,,,,,,,,,
339,,,,,,,,,,
340,,,,,,,,,,
341,,,,,,,,,,
342,,,,,,,,,,
343,,,,,,,,,,
344,,,,,,,,,,
345,,,,,,,,,,
346,,,,,,,,,,
347,,,,,,,,,,
348,,,,,,,,,,
349,,,,,,,,,,
350,,,,,,,,,,
351,,,,,,,,,,
352,,,,,,,,,,
353,,,,,,,,,,
354,,,,,,,,,,
355,,,,,,,,,,
356,,,,,,,,,,
357,,,,,,,,,,
358,,,,,,,,,,
359,,,,,,,,,,
360,,,,,,,,,,
361,,,,,,,,,,
362,,,,,,,,,,
363,,,,,,,,,,
364,,,,,,,,,,
365,,,,,,,,,,
366,,,,,,,,,,
367,,,,,,,,,,
368,,,,,,,,,,
369,,,,,,,,,,
370,,,,,,,,,,
371,,,,,,,,,,
372,,,,,,,,,,
373,,,,,,,,,,
374,,,,,,,,,,
375,,,,,,,,,,
376,,,,,,,,,,
377,,,,,,,,,,
378,,,,,,,,,,
379,,,,,,,,,,
380,,,,,,,,,,
381,,,,,,,,,,
382,,,,,,,,,,
383,,,,,,,,,,
384,,,,,,,,,,
385,,,,,,,,,,
386,,,,,,,,,,
387,,,,,,,,,,
388,,,,,,,,,,
389,,,,,,,,,,
390,,,,,,,,,,
391,,,,,,,,,,
392,,,,,,,,,,
393,,,,,,,,,,
394,,,,,,,,,,
395,,,,,,,,,,
396,,,,,,,,,,
397,,,,,,,,,,
398,,,,,,,,,,
399,,,,,,,,,,
400,,,,,,,,,,
401,,,,,,,,,,
402,,,,,,,,,,
403,,,,,,,,,,
404,,,,,,,,,,
405,,,,,,,,,,
406,,,,,,,,,,
407,,,,,,,,,,
408,,,,,,,,,,
409,,,,,,,,,,
410,,,,,,,,,,
411,,,,,,,,,,
412,,,,,,,,,,
413,,,,,,,,,,
414,,,,,,,,,,
415,,,,,,,,,,
416,,,,,,,,,,
417,,,,,,,,,,
418,,,,,,,,,,
419,,,,,,,,,,
420,,,,,,,,,,
421,,,,,,,,,,
422,,,,,,,,,,
423,,,,,,,,,,
424,,,,,,,,,,
425,,,,,,,,,,
426,,,,,,,,,,
427,,,,,,,,,,
428,,,,,,,,,,
429,,,,,,,,,,
430,,,,,,,,,,
431,,,,,,,,,,
432,,,,,,,,,,
433,,,,,,,,,,
434,,,,,,,,,,
435,,,,,,,,,,
436,,,,,,,,,,
437,,,,,,,,,,
438,,,,,,,,,,
439,,,,,,,,,,
440,,,,,,,,,,
441,,,,,,,,,,
442,,,,,,,,,,
443,,,,,,,,,,
444,,,,,,,,,,
445,,,,,,,,,,
446,,,,,,,,,,
447,,,,,,,,,,
448,,,,,,,,,,
449,,,,,,,,,,
450,,,,,,,,,,
451,,,,,,,,,,
452,,,,,,,,,,
453,,,,,,,,,,
454,,,,,,,,,,
455,,,,,,,,,,
456,,,,,,,,,,
457,,,,,,,,,,
458,,,,,,,,,,
459,,,,,,,,,,
460,,,,,,,,,,
461,,,,,,,,,,
462,,,,,,,,,,
463,,,,,,,,,,
464,,,,,,,,,,
465,,,,,,,,,,
466,,,,,,,,,,
467,,,,,,,,,,
468,,,,,,,,,,
469,,,,,,,,,,
470,,,,,,,,,,
471,,,,,,,,,,
472,,,,,,,,,,
473,,,,,,,,,,
474,,,,,,,,,,
475,,,,,,,,,,
476,,,,,,,,,,
477,,,,,,,,,,
478,,,,,,,,,,
479,,,,,,,,,,
480,,,,,,,,,,
481,,,,,,,,,,
482,,,,,,,,,,
483,,,,,,,,,,
484,,,,,,,,,,
485,,,,,,,,,,
486,,,,,,,,,,
487,,,,,,,,,,
488,,,,,,,,,,
489,,,,,,,,,,
490,,,,,,,,,,
491,,,,,,,,,,
492,,,,,,,,,,
493,,,,,,,,,,
494,,,,,,,,,,
495,,,,,,,,,,
496,,,,,,,,,,
497,,,,,,,,,,
498,,,,,,,,,,
499,,,,,,,,,,
500,,,,,,,,,,
501,,,,,,,,,,
502,,,,,,,,,,
503,,,,,,,,,,
504,,,,,,,,,,
505,,,,,,,,,,
506,,,,,,,,,,
507,,,,,,,,,,
508,,,,,,,,,,
509,,,,,,,,,,
510,,,,,,,,,,
511,,,,,,,,,,
512,,,,,,,,,,
513,,,,,,,,,,
514,,,,,,,,,,
515,,,,,,,,,,
516,,,,,,,,,,
517,,,,,,,,,,
518,,,,,,,,,,
519,,,,,,,,,,
520,,,,,,,,,,
521,,,,,,,,,,
522,,,,,,,,,,
523,,,,,,,,,,
524,,,,,,,,,,
525,,,,,,,,,,
526,,,,,,,,,,
527,,,,,,,,,,
528,,,,,,,,,,
529,,,,,,,,,,
530,,,,,,,,,,
531,,,,,,,,,,
532,,,,,,,,,,
533,,,,,,,,,,
534,,,,,,,,,,
535,,,,,,,,,,
536,,,,,,,,,,
537,,,,,,,,,,
538,,,,,,,,,,
539,,,,,,,,,,
540,,,,,,,,,,
541,,,,,,,,,,
542,,,,,,,,,,
543,,,,,,,,,,
544,,,,,,,,,,
545,,,,,,,,,,
546,,,,,,,,,,
547,,,,,,,,,,
548,,,,,,,,,,
549,,,,,,,,,,
550,,,,,,,,,,
551,,,,,,,,,,
552,,,,,,,,,,
553,,,,,,,,,,
554,,,,,,,,,,
555,,,,,,,,,,
556,,,,,,,,,,
557,,,,,,,,,,
558,,,,,,,,,,
559,,,,,,,,,,
560,,,,,,,,,,
561,,,,,,,,,,
562,,,,,,,,,,
563,,,,,,,,,,
564,,,,,,,,,,
565,,,,,,,,,,
566,,,,,,,,,,
567,,,,,,,,,,
568,,,,,,,,,,
569,,,,,,,,,,
570,,,,,,,,,,
571,,,,,,,,,,
572,,,,,,,,,,
573,,,,,,,,,,
574,,,,,,,,,,
575,,,,,,,,,,
576,,,,,,,,,,
577,,,,,,,,,,
578,,,,,,,,,,
579,,,,,,,,,,
580,,,,,,,,,,
581,,,,,,,,,,
582,,,,,,,,,,
583,,,,,,,,,,
584,,,,,,,,,,
585,,,,,,,,,,
586,,,,,,,,,,
587,,,,,,,,,,
588,,,,,,,,,,
589,,,,,,,,,,
590,,,,,,,,,,
591,,,,,,,,,,
592,,,,,,,,,,
593,,,,,,,,,,
594,,,,,,,,,,
595,,,,,,,,,,
596,,,,,,,,,,
597,,,,,,,,,,
598,,,,,,,,,,
599,,,,,,,,,,
600,,,,,,,,,,
601,,,,,,,,,,
602,,,,,,,,,,
603,,,,,,,,,,
604,,,,,,,,,,
605,,,,,,,,,,
606,,,,,,,,,,
607,,,,,,,,,,
608,,,,,,,,,,
609,,,,,,,,,,
610,,,,,,,,,,
611,,,,,,,,,,
612,,,,,,,,,,
613,,,,,,,,,,
614,,,,,,,,,,
615,,,,,,,,,,
616,,,,,,,,,,
617,,,,,,,,,,
618,,,,,,,,,,
619,,,,,,,,,,
620,,,,,,,,,,
621,,,,,,,,,,
622,,,,,,,,,,
623,,,,,,,,,,
624,,,,,,,,,,
625,,,,,,,,,,
626,,,,,,,,,,
627,,,,,,,,,,
628,,,,,,,,,,
629,,,,,,,,,,
630,,,,,,,,,,
631,,,,,,,,,,
632,,,,,,,,,,
633,,,,,,,,,,
634,,,,,,,,,,
635,,,,,,,,,,
636,,,,,,,,,,
637,,,,,,,,,,
638,,,,,,,,,,
639,,,,,,,,,,
640,,,,,,,,,,
641,,,,,,,,,,
642,,,,,,,,,,
643,,,,,,,,,,
644,,,,,,,,,,
645,,,,,,,,,,
646,,,,,,,,,,
647,,,,,,,,,,
648,,,,,,,,,,
649,,,,,,,,,,
650,,,,,,,,,,
651,,,,,,,,,,
652,,,,,,,,,,
653,,,,,,,,,,
654,,,,,,,,,,
655,,,,,,,,,,
656,,,,,,,,,,
